"Markettype","Trddt","Dretmdeq"
"2","2022-09-07","-0.000211"
"8","2022-09-07","-0.002008"
"64","2022-09-07","0.003604"
"4","2022-09-07","0.002401"
"1","2022-09-07","0.001394"
"16","2022-09-07","0.004543"
"32","2022-09-07","0.016422"
"2","2022-09-08","-0.007334"
"8","2022-09-08","-0.002065"
"64","2022-09-08","-0.008037"
"1","2022-09-08","-0.006047"
"4","2022-09-08","-0.007535"
"16","2022-09-08","-0.014050"
"32","2022-09-08","-0.015291"
"2","2022-09-09","0.007664"
"8","2022-09-09","0.002759"
"64","2022-09-09","-0.000025"
"1","2022-09-09","0.001953"
"4","2022-09-09","0.000524"
"16","2022-09-09","-0.002211"
"32","2022-09-09","-0.006044"
"2","2022-09-13","-0.002100"
"8","2022-09-13","-0.000405"
"64","2022-09-13","0.003283"
"1","2022-09-13","0.001420"
"4","2022-09-13","0.003571"
"16","2022-09-13","0.003838"
"32","2022-09-13","0.006271"
"2","2022-09-14","-0.001466"
"8","2022-09-14","-0.003497"
"64","2022-09-14","-0.003885"
"1","2022-09-14","-0.008020"
"4","2022-09-14","-0.008804"
"16","2022-09-14","-0.008119"
"32","2022-09-14","0.002220"
"2","2022-09-15","-0.005541"
"8","2022-09-15","-0.002506"
"64","2022-09-15","-0.011792"
"1","2022-09-15","-0.018649"
"4","2022-09-15","-0.022133"
"16","2022-09-15","-0.028143"
"32","2022-09-15","-0.034412"
"2","2022-09-16","-0.009428"
"64","2022-09-16","0.036797"
"8","2022-09-16","-0.010559"
"1","2022-09-16","-0.026628"
"4","2022-09-16","-0.026602"
"16","2022-09-16","-0.022218"
"32","2022-09-16","-0.009295"
"2","2022-09-19","-0.007039"
"64","2022-09-19","-0.000110"
"8","2022-09-19","-0.000776"
"1","2022-09-19","-0.010464"
"4","2022-09-19","-0.009676"
"16","2022-09-19","-0.017627"
"32","2022-09-19","-0.020962"
"2","2022-09-20","0.010317"
"64","2022-09-20","0.025825"
"8","2022-09-20","0.004906"
"1","2022-09-20","0.012254"
"4","2022-09-20","0.016850"
"16","2022-09-20","0.017187"
"32","2022-09-20","0.010927"
"2","2022-09-21","-0.001156"
"64","2022-09-21","0.058681"
"8","2022-09-21","0.000085"
"1","2022-09-21","0.004430"
"4","2022-09-21","0.005383"
"16","2022-09-21","0.002732"
"32","2022-09-21","-0.007902"
"2","2022-09-22","-0.002950"
"64","2022-09-22","-0.014016"
"8","2022-09-22","-0.003777"
"1","2022-09-22","-0.005670"
"4","2022-09-22","-0.004086"
"16","2022-09-22","-0.003260"
"32","2022-09-22","0.005959"
"2","2022-09-23","-0.020966"
"64","2022-09-23","-0.045206"
"8","2022-09-23","-0.007044"
"1","2022-09-23","-0.015890"
"4","2022-09-23","-0.019309"
"16","2022-09-23","-0.024996"
"32","2022-09-23","-0.028490"
"2","2022-09-26","-0.070967"
"64","2022-09-26","-0.024216"
"8","2022-09-26","-0.033822"
"1","2022-09-26","-0.020355"
"4","2022-09-26","-0.018829"
"16","2022-09-26","-0.017222"
"32","2022-09-26","-0.008268"
"2","2022-09-27","0.022875"
"64","2022-09-27","0.007965"
"8","2022-09-27","0.016409"
"1","2022-09-27","0.021787"
"4","2022-09-27","0.022468"
"16","2022-09-27","0.027256"
"32","2022-09-27","0.030795"
"2","2022-09-28","-0.013328"
"64","2022-09-28","-0.000948"
"8","2022-09-28","-0.013559"
"1","2022-09-28","-0.022877"
"4","2022-09-28","-0.026823"
"16","2022-09-28","-0.029483"
"32","2022-09-28","-0.028553"
"2","2022-09-29","0.008599"
"64","2022-09-29","-0.015773"
"8","2022-09-29","0.000297"
"1","2022-09-29","-0.005239"
"4","2022-09-29","-0.008507"
"16","2022-09-29","-0.004760"
"32","2022-09-29","0.004558"
"2","2022-09-30","0.002472"
"64","2022-09-30","-0.011631"
"8","2022-09-30","0.000440"
"1","2022-09-30","-0.008334"
"4","2022-09-30","-0.010164"
"16","2022-09-30","-0.015552"
"32","2022-09-30","-0.025148"
"2","2022-10-10","-0.005687"
"64","2022-10-10","-0.021538"
"8","2022-10-10","-0.010159"
"1","2022-10-10","-0.013791"
"4","2022-10-10","-0.015273"
"16","2022-10-10","-0.021303"
"32","2022-10-10","-0.031652"
"2","2022-10-11","0.007924"
"64","2022-10-11","0.012109"
"8","2022-10-11","0.001701"
"1","2022-10-11","0.006206"
"4","2022-10-11","0.007975"
"16","2022-10-11","0.005605"
"32","2022-10-11","-0.004166"
"2","2022-10-12","0.020410"
"64","2022-10-12","0.007699"
"8","2022-10-12","0.013960"
"1","2022-10-12","0.022357"
"4","2022-10-12","0.027416"
"16","2022-10-12","0.032705"
"32","2022-10-12","0.039132"
"2","2022-10-13","0.002805"
"64","2022-10-13","0.008210"
"8","2022-10-13","0.000214"
"1","2022-10-13","0.006597"
"4","2022-10-13","0.008034"
"16","2022-10-13","0.016968"
"32","2022-10-13","0.018315"
"2","2022-10-14","0.013006"
"64","2022-10-14","0.016602"
"8","2022-10-14","0.009873"
"1","2022-10-14","0.018768"
"4","2022-10-14","0.020755"
"16","2022-10-14","0.026523"
"32","2022-10-14","0.036684"
"2","2022-10-17","0.001443"
"64","2022-10-17","0.004696"
"8","2022-10-17","-0.001162"
"1","2022-10-17","0.010789"
"4","2022-10-17","0.014281"
"16","2022-10-17","0.021781"
"32","2022-10-17","0.028314"
"2","2022-10-18","0.003919"
"64","2022-10-18","0.010703"
"8","2022-10-18","0.000517"
"1","2022-10-18","0.002335"
"4","2022-10-18","0.004652"
"16","2022-10-18","0.003772"
"32","2022-10-18","0.006138"
"2","2022-10-19","-0.007010"
"64","2022-10-19","-0.009041"
"8","2022-10-19","-0.005229"
"1","2022-10-19","-0.008098"
"4","2022-10-19","-0.007294"
"16","2022-10-19","-0.007589"
"32","2022-10-19","-0.009667"
"2","2022-10-20","0.003682"
"64","2022-10-20","-0.002762"
"8","2022-10-20","-0.003012"
"1","2022-10-20","-0.005070"
"4","2022-10-20","-0.003722"
"16","2022-10-20","-0.001902"
"32","2022-10-20","0.007898"
"2","2022-10-21","0.002784"
"64","2022-10-21","0.005159"
"8","2022-10-21","0.002200"
"1","2022-10-21","0.001541"
"4","2022-10-21","-0.000984"
"16","2022-10-21","0.000077"
"32","2022-10-21","0.007965"
"2","2022-10-24","-0.026906"
"64","2022-10-24","-0.011402"
"8","2022-10-24","-0.018632"
"1","2022-10-24","-0.016327"
"4","2022-10-24","-0.014271"
"16","2022-10-24","-0.011365"
"32","2022-10-24","-0.003188"
"2","2022-10-25","0.005965"
"64","2022-10-25","-0.004490"
"8","2022-10-25","-0.001870"
"1","2022-10-25","-0.001647"
"4","2022-10-25","-0.002257"
"16","2022-10-25","-0.004961"
"32","2022-10-25","-0.008368"
"2","2022-10-26","0.014743"
"64","2022-10-26","0.006682"
"8","2022-10-26","0.005866"
"1","2022-10-26","0.014828"
"4","2022-10-26","0.017495"
"16","2022-10-26","0.027523"
"32","2022-10-26","0.038285"
"2","2022-10-27","0.000699"
"64","2022-10-27","-0.008012"
"8","2022-10-27","0.001441"
"1","2022-10-27","-0.000230"
"4","2022-10-27","-0.001278"
"16","2022-10-27","-0.003660"
"32","2022-10-27","-0.013981"
"2","2022-10-28","-0.019004"
"64","2022-10-28","-0.020941"
"8","2022-10-28","-0.019227"
"1","2022-10-28","-0.033602"
"4","2022-10-28","-0.038192"
"16","2022-10-28","-0.038215"
"32","2022-10-28","-0.024797"
"2","2022-10-31","-0.005151"
"64","2022-10-31","0.001119"
"8","2022-10-31","-0.005992"
"1","2022-10-31","0.004036"
"4","2022-10-31","0.007935"
"16","2022-10-31","0.020746"
"32","2022-10-31","0.025830"
"2","2022-11-01","0.015234"
"64","2022-11-01","0.009357"
"8","2022-11-01","0.006704"
"1","2022-11-01","0.025517"
"4","2022-11-01","0.026731"
"16","2022-11-01","0.027298"
"32","2022-11-01","0.018240"
"2","2022-11-02","0.005637"
"64","2022-11-02","0.013199"
"8","2022-11-02","0.009653"
"1","2022-11-02","0.011979"
"4","2022-11-02","0.013451"
"16","2022-11-02","0.013558"
"32","2022-11-02","0.020016"
"2","2022-11-03","0.000079"
"8","2022-11-03","-0.003486"
"64","2022-11-03","-0.002251"
"1","2022-11-03","0.002794"
"4","2022-11-03","0.002377"
"16","2022-11-03","0.003764"
"32","2022-11-03","0.019501"
"2","2022-11-04","0.015895"
"8","2022-11-04","0.010517"
"64","2022-11-04","0.013355"
"1","2022-11-04","0.018475"
"4","2022-11-04","0.019208"
"16","2022-11-04","0.015573"
"32","2022-11-04","0.010248"
"2","2022-11-07","0.002440"
"8","2022-11-07","0.007293"
"64","2022-11-07","0.015400"
"1","2022-11-07","0.007295"
"4","2022-11-07","0.010632"
"16","2022-11-07","0.007028"
"32","2022-11-07","-0.003873"
"2","2022-11-08","-0.003430"
"8","2022-11-08","-0.001695"
"64","2022-11-08","-0.001279"
"1","2022-11-08","0.000098"
"4","2022-11-08","0.000842"
"16","2022-11-08","-0.000764"
"32","2022-11-08","-0.005070"
"2","2022-11-09","0.002591"
"8","2022-11-09","0.001780"
"64","2022-11-09","-0.004732"
"1","2022-11-09","-0.000002"
"4","2022-11-09","0.004255"
"16","2022-11-09","0.000228"
"32","2022-11-09","-0.004275"
"2","2022-11-10","0.001912"
"8","2022-11-10","-0.002936"
"64","2022-11-10","-0.003865"
"1","2022-11-10","-0.001904"
"4","2022-11-10","-0.002737"
"16","2022-11-10","-0.005699"
"32","2022-11-10","-0.014729"
"2","2022-11-11","0.006975"
"8","2022-11-11","0.007184"
"64","2022-11-11","0.002636"
"1","2022-11-11","0.009088"
"4","2022-11-11","0.006023"
"16","2022-11-11","-0.001198"
"32","2022-11-11","-0.003043"
"2","2022-11-14","-0.004827"
"8","2022-11-14","-0.001705"
"64","2022-11-14","-0.002596"
"1","2022-11-14","-0.002109"
"4","2022-11-14","-0.001611"
"16","2022-11-14","0.001529"
"32","2022-11-14","-0.001509"
"2","2022-11-15","0.015855"
"8","2022-11-15","0.007700"
"64","2022-11-15","0.006720"
"1","2022-11-15","0.016623"
"4","2022-11-15","0.017519"
"16","2022-11-15","0.021322"
"32","2022-11-15","0.035269"
"2","2022-11-16","-0.001340"
"8","2022-11-16","-0.003453"
"64","2022-11-16","-0.002738"
"1","2022-11-16","-0.000738"
"4","2022-11-16","-0.002020"
"16","2022-11-16","-0.000928"
"32","2022-11-16","-0.005978"
"2","2022-11-17","0.006514"
"8","2022-11-17","-0.002235"
"64","2022-11-17","0.001782"
"1","2022-11-17","0.002891"
"4","2022-11-17","0.004658"
"16","2022-11-17","0.006258"
"32","2022-11-17","0.009986"
"2","2022-11-18","-0.010686"
"8","2022-11-18","0.000927"
"64","2022-11-18","0.000082"
"1","2022-11-18","-0.006557"
"4","2022-11-18","-0.007054"
"16","2022-11-18","-0.007480"
"32","2022-11-18","-0.007864"
"2","2022-11-21","-0.006826"
"8","2022-11-21","-0.000013"
"64","2022-11-21","0.018428"
"1","2022-11-21","0.001021"
"4","2022-11-21","0.002351"
"16","2022-11-21","0.005462"
"32","2022-11-21","0.008513"
"2","2022-11-22","-0.003342"
"8","2022-11-22","0.002658"
"64","2022-11-22","-0.014683"
"1","2022-11-22","-0.006093"
"4","2022-11-22","-0.011309"
"16","2022-11-22","-0.015474"
"32","2022-11-22","-0.024239"
"2","2022-11-23","-0.000328"
"8","2022-11-23","-0.000118"
"64","2022-11-23","0.002486"
"1","2022-11-23","-0.002719"
"4","2022-11-23","-0.004055"
"16","2022-11-23","-0.012988"
"32","2022-11-23","-0.011797"
"2","2022-11-24","0.006712"
"8","2022-11-24","0.000881"
"64","2022-11-24","-0.000298"
"1","2022-11-24","0.002592"
"4","2022-11-24","0.004774"
"16","2022-11-24","0.004089"
"32","2022-11-24","0.002762"
"2","2022-11-25","0.002101"
"8","2022-11-25","-0.000271"
"64","2022-11-25","-0.004970"
"1","2022-11-25","-0.002183"
"4","2022-11-25","-0.005246"
"16","2022-11-25","-0.015870"
"32","2022-11-25","-0.020386"
"2","2022-11-28","-0.002644"
"8","2022-11-28","-0.003705"
"64","2022-11-28","-0.003781"
"1","2022-11-28","-0.003145"
"4","2022-11-28","-0.001443"
"16","2022-11-28","-0.006526"
"32","2022-11-28","-0.010637"
"2","2022-11-29","0.019644"
"8","2022-11-29","0.012847"
"64","2022-11-29","0.006105"
"1","2022-11-29","0.019609"
"4","2022-11-29","0.020413"
"16","2022-11-29","0.018345"
"32","2022-11-29","0.010933"
"2","2022-11-30","-0.003164"
"8","2022-11-30","-0.001573"
"64","2022-11-30","-0.003141"
"1","2022-11-30","0.000842"
"4","2022-11-30","0.001627"
"16","2022-11-30","-0.002859"
"32","2022-11-30","-0.007315"
"2","2022-12-01","0.001272"
"8","2022-12-01","0.003743"
"64","2022-12-01","0.001156"
"1","2022-12-01","0.006013"
"16","2022-12-01","0.011260"
"4","2022-12-01","0.006755"
"32","2022-12-01","0.016427"
"2","2022-12-02","0.001882"
"8","2022-12-02","0.002544"
"64","2022-12-02","0.001167"
"1","2022-12-02","0.003218"
"16","2022-12-02","0.011617"
"4","2022-12-02","0.005380"
"32","2022-12-02","0.010999"
"2","2022-12-05","0.011337"
"8","2022-12-05","0.011992"
"64","2022-12-05","-0.003364"
"1","2022-12-05","0.012848"
"16","2022-12-05","0.003002"
"4","2022-12-05","0.010680"
"32","2022-12-05","-0.005223"
"2","2022-12-06","-0.007896"
"8","2022-12-06","-0.003412"
"64","2022-12-06","-0.004756"
"1","2022-12-06","-0.003609"
"16","2022-12-06","-0.005961"
"4","2022-12-06","-0.003777"
"32","2022-12-06","-0.001515"
"2","2022-12-07","0.005117"
"8","2022-12-07","-0.002136"
"64","2022-12-07","-0.004059"
"1","2022-12-07","0.000026"
"16","2022-12-07","0.001843"
"4","2022-12-07","0.001765"
"32","2022-12-07","-0.000858"
"2","2022-12-08","-0.000222"
"8","2022-12-08","-0.005064"
"64","2022-12-08","-0.004820"
"1","2022-12-08","-0.001342"
"16","2022-12-08","-0.004779"
"4","2022-12-08","-0.002811"
"32","2022-12-08","-0.007169"
"2","2022-12-09","0.002124"
"8","2022-12-09","0.003692"
"64","2022-12-09","-0.003471"
"1","2022-12-09","-0.002451"
"16","2022-12-09","-0.002122"
"4","2022-12-09","-0.000766"
"32","2022-12-09","0.002290"
"2","2022-12-12","-0.001431"
"8","2022-12-12","-0.005895"
"64","2022-12-12","-0.002258"
"1","2022-12-12","-0.006735"
"16","2022-12-12","0.002628"
"4","2022-12-12","-0.005223"
"32","2022-12-12","0.011322"
"2","2022-12-13","0.002411"
"8","2022-12-13","0.003331"
"64","2022-12-13","-0.004333"
"1","2022-12-13","0.000521"
"16","2022-12-13","-0.008452"
"4","2022-12-13","0.000786"
"32","2022-12-13","-0.019002"
"2","2022-12-14","-0.005042"
"8","2022-12-14","-0.002559"
"64","2022-12-14","-0.005500"
"1","2022-12-14","-0.001828"
"16","2022-12-14","-0.004093"
"4","2022-12-14","-0.002306"
"32","2022-12-14","-0.004761"
"1","2022-12-15","-0.000358"
"2","2022-12-15","0.001644"
"64","2022-12-15","-0.002987"
"8","2022-12-15","-0.000808"
"16","2022-12-15","0.008982"
"4","2022-12-15","0.001882"
"32","2022-12-15","0.009845"
"2","2022-12-16","-0.001866"
"64","2022-12-16","-0.008202"
"1","2022-12-16","-0.006252"
"8","2022-12-16","-0.003590"
"16","2022-12-16","-0.016616"
"4","2022-12-16","-0.008730"
"32","2022-12-16","-0.022536"
"2","2022-12-19","-0.017979"
"64","2022-12-19","-0.016581"
"1","2022-12-19","-0.022315"
"8","2022-12-19","-0.008910"
"16","2022-12-19","-0.023247"
"4","2022-12-19","-0.021330"
"32","2022-12-19","-0.025284"
"1","2022-12-20","-0.005363"
"2","2022-12-20","-0.003620"
"8","2022-12-20","-0.004841"
"64","2022-12-20","-0.004590"
"16","2022-12-20","-0.002973"
"4","2022-12-20","-0.004563"
"32","2022-12-20","-0.002398"
"2","2022-12-21","-0.000147"
"8","2022-12-21","0.002196"
"64","2022-12-21","-0.007030"
"1","2022-12-21","-0.004437"
"16","2022-12-21","-0.010809"
"4","2022-12-21","-0.005996"
"32","2022-12-21","-0.015416"
"1","2022-12-22","-0.013031"
"2","2022-12-22","-0.004427"
"8","2022-12-22","-0.003687"
"64","2022-12-22","-0.009938"
"16","2022-12-22","-0.017771"
"4","2022-12-22","-0.012317"
"32","2022-12-22","-0.017447"
"8","2022-12-23","-0.001519"
"64","2022-12-23","-0.016168"
"1","2022-12-23","-0.004056"
"2","2022-12-23","-0.032402"
"16","2022-12-23","0.000269"
"4","2022-12-23","-0.003083"
"32","2022-12-23","-0.004775"
"8","2022-12-26","0.003146"
"64","2022-12-26","0.000256"
"1","2022-12-26","0.012419"
"2","2022-12-26","0.014142"
"4","2022-12-26","0.015122"
"16","2022-12-26","0.019776"
"32","2022-12-26","0.027533"
"2","2022-12-27","0.002500"
"8","2022-12-27","0.002807"
"64","2022-12-27","0.001756"
"1","2022-12-27","0.006456"
"4","2022-12-27","0.006245"
"16","2022-12-27","0.001817"
"32","2022-12-27","0.009432"
"2","2022-12-28","-0.006623"
"8","2022-12-28","-0.002400"
"64","2022-12-28","-0.003115"
"1","2022-12-28","-0.008585"
"4","2022-12-28","-0.010335"
"16","2022-12-28","-0.015082"
"32","2022-12-28","-0.014309"
"1","2022-12-29","-0.004599"
"2","2022-12-29","0.002844"
"8","2022-12-29","0.000466"
"64","2022-12-29","-0.009652"
"4","2022-12-29","-0.006011"
"16","2022-12-29","-0.002673"
"32","2022-12-29","0.003711"
"2","2022-12-30","0.007416"
"8","2022-12-30","0.003254"
"64","2022-12-30","0.001505"
"1","2022-12-30","0.008109"
"4","2022-12-30","0.008167"
"16","2022-12-30","0.006418"
"32","2022-12-30","-0.001593"
"2","2023-01-03","0.012243"
"64","2023-01-03","0.005181"
"8","2023-01-03","0.003097"
"1","2023-01-03","0.016061"
"4","2023-01-03","0.021352"
"32","2023-01-03","0.036427"
"16","2023-01-03","0.030211"
"2","2023-01-04","-0.000290"
"64","2023-01-04","0.001616"
"8","2023-01-04","-0.000146"
"1","2023-01-04","0.004514"
"4","2023-01-04","0.005635"
"32","2023-01-04","-0.000616"
"16","2023-01-04","0.004502"
"2","2023-01-05","0.008757"
"64","2023-01-05","0.002318"
"8","2023-01-05","-0.000552"
"1","2023-01-05","0.004625"
"4","2023-01-05","0.005701"
"32","2023-01-05","0.012285"
"16","2023-01-05","0.006491"
"2","2023-01-06","-0.002836"
"64","2023-01-06","-0.000417"
"8","2023-01-06","-0.002050"
"1","2023-01-06","-0.002377"
"4","2023-01-06","-0.003506"
"32","2023-01-06","0.002016"
"16","2023-01-06","-0.000581"
"64","2023-01-09","0.001740"
"2","2023-01-09","0.001750"
"8","2023-01-09","-0.001512"
"1","2023-01-09","0.005547"
"4","2023-01-09","0.006180"
"32","2023-01-09","0.005481"
"16","2023-01-09","0.006607"
"64","2023-01-10","-0.001979"
"2","2023-01-10","-0.000451"
"8","2023-01-10","-0.002543"
"1","2023-01-10","-0.003224"
"4","2023-01-10","-0.001711"
"32","2023-01-10","0.004833"
"16","2023-01-10","-0.000134"
"2","2023-01-11","-0.010216"
"64","2023-01-11","-0.000270"
"8","2023-01-11","-0.001076"
"1","2023-01-11","-0.006788"
"4","2023-01-11","-0.006745"
"32","2023-01-11","-0.015160"
"16","2023-01-11","-0.011281"
"2","2023-01-12","-0.002308"
"64","2023-01-12","-0.001714"
"8","2023-01-12","-0.004218"
"1","2023-01-12","-0.001480"
"4","2023-01-12","-0.000340"
"32","2023-01-12","0.003670"
"16","2023-01-12","0.002277"
"2","2023-01-13","0.006079"
"64","2023-01-13","0.001498"
"8","2023-01-13","0.001017"
"1","2023-01-13","0.006565"
"4","2023-01-13","0.004432"
"32","2023-01-13","0.002831"
"16","2023-01-13","0.000898"
"2","2023-01-16","0.008499"
"64","2023-01-16","0.003802"
"8","2023-01-16","0.007406"
"1","2023-01-16","0.009003"
"4","2023-01-16","0.008774"
"32","2023-01-16","0.022360"
"16","2023-01-16","0.013160"
"2","2023-01-17","-0.000892"
"64","2023-01-17","0.001544"
"8","2023-01-17","0.002780"
"1","2023-01-17","-0.001994"
"4","2023-01-17","-0.001717"
"32","2023-01-17","0.008054"
"16","2023-01-17","-0.002609"
"2","2023-01-18","0.002656"
"64","2023-01-18","0.009282"
"8","2023-01-18","0.006872"
"1","2023-01-18","0.003508"
"4","2023-01-18","0.004063"
"32","2023-01-18","0.006413"
"16","2023-01-18","0.005316"
"2","2023-01-19","0.007608"
"64","2023-01-19","0.002387"
"8","2023-01-19","0.003968"
"1","2023-01-19","0.004991"
"4","2023-01-19","0.002994"
"32","2023-01-19","0.021516"
"16","2023-01-19","0.008208"
"2","2023-01-20","0.004594"
"64","2023-01-20","0.011540"
"8","2023-01-20","0.005505"
"1","2023-01-20","0.009254"
"4","2023-01-20","0.009749"
"32","2023-01-20","-0.000086"
"16","2023-01-20","0.007560"
"2","2023-01-30","-0.000753"
"64","2023-01-30","0.012239"
"8","2023-01-30","0.002753"
"1","2023-01-30","0.010155"
"4","2023-01-30","0.016011"
"32","2023-01-30","0.008770"
"16","2023-01-30","0.016811"
"2","2023-01-31","-0.002416"
"64","2023-01-31","0.067738"
"8","2023-01-31","-0.004769"
"1","2023-01-31","0.003972"
"4","2023-01-31","0.005016"
"32","2023-01-31","-0.008466"
"16","2023-01-31","0.004034"
"2","2023-02-01","0.004719"
"64","2023-02-01","0.004458"
"8","2023-02-01","0.004182"
"1","2023-02-01","0.013542"
"4","2023-02-01","0.015378"
"32","2023-02-01","0.023563"
"16","2023-02-01","0.021085"
"2","2023-02-02","-0.001877"
"64","2023-02-02","-0.020250"
"8","2023-02-02","0.000873"
"1","2023-02-02","0.001747"
"4","2023-02-02","0.001248"
"32","2023-02-02","0.012398"
"16","2023-02-02","0.003545"
"2","2023-02-03","-0.003831"
"64","2023-02-03","0.001124"
"8","2023-02-03","-0.002241"
"1","2023-02-03","-0.003310"
"4","2023-02-03","-0.001920"
"32","2023-02-03","0.008523"
"16","2023-02-03","0.003615"
"2","2023-02-06","-0.007422"
"64","2023-02-06","-0.011382"
"8","2023-02-06","-0.000608"
"1","2023-02-06","-0.002540"
"4","2023-02-06","-0.002945"
"32","2023-02-06","-0.002679"
"16","2023-02-06","0.000845"
"2","2023-02-07","0.001630"
"64","2023-02-07","0.006388"
"8","2023-02-07","0.005605"
"1","2023-02-07","0.005905"
"4","2023-02-07","0.006082"
"32","2023-02-07","0.005900"
"16","2023-02-07","0.010246"
"2","2023-02-08","-0.001393"
"64","2023-02-08","-0.006569"
"8","2023-02-08","0.000071"
"1","2023-02-08","-0.005075"
"4","2023-02-08","-0.004491"
"32","2023-02-08","-0.006303"
"16","2023-02-08","-0.003536"
"2","2023-02-09","-0.000571"
"64","2023-02-09","0.009799"
"8","2023-02-09","0.002973"
"1","2023-02-09","0.010460"
"4","2023-02-09","0.010175"
"32","2023-02-09","0.024562"
"16","2023-02-09","0.019413"
"2","2023-02-10","-0.001064"
"64","2023-02-10","-0.003779"
"8","2023-02-10","0.001280"
"1","2023-02-10","-0.000254"
"4","2023-02-10","-0.000860"
"32","2023-02-10","-0.003650"
"16","2023-02-10","-0.000403"
"2","2023-02-13","0.007478"
"64","2023-02-13","0.014462"
"8","2023-02-13","0.002872"
"1","2023-02-13","0.009705"
"4","2023-02-13","0.010118"
"32","2023-02-13","0.009330"
"16","2023-02-13","0.011675"
"2","2023-02-14","-0.001919"
"64","2023-02-14","-0.002738"
"8","2023-02-14","-0.002236"
"1","2023-02-14","0.003003"
"4","2023-02-14","0.000721"
"32","2023-02-14","-0.001719"
"16","2023-02-14","-0.000529"
"2","2023-02-15","-0.000080"
"64","2023-02-15","-0.000083"
"8","2023-02-15","-0.001000"
"1","2023-02-15","-0.001003"
"4","2023-02-15","0.000672"
"32","2023-02-15","0.004497"
"16","2023-02-15","0.008248"
"2","2023-02-16","-0.004641"
"64","2023-02-16","-0.003252"
"8","2023-02-16","-0.004131"
"1","2023-02-16","-0.018059"
"4","2023-02-16","-0.021161"
"32","2023-02-16","-0.026731"
"16","2023-02-16","-0.027616"
"2","2023-02-17","0.001948"
"64","2023-02-17","-0.002449"
"8","2023-02-17","-0.001251"
"1","2023-02-17","-0.002002"
"4","2023-02-17","-0.002987"
"32","2023-02-17","-0.015523"
"16","2023-02-17","-0.007824"
"64","2023-02-20","0.005637"
"2","2023-02-20","0.006886"
"8","2023-02-20","0.002958"
"1","2023-02-20","0.014374"
"4","2023-02-20","0.013280"
"32","2023-02-20","0.009299"
"16","2023-02-20","0.010360"
"2","2023-02-21","-0.000870"
"64","2023-02-21","-0.001909"
"8","2023-02-21","0.000272"
"1","2023-02-21","0.006046"
"4","2023-02-21","0.005018"
"32","2023-02-21","0.000200"
"16","2023-02-21","0.001710"
"2","2023-02-22","-0.001299"
"64","2023-02-22","0.000503"
"8","2023-02-22","-0.000895"
"1","2023-02-22","0.000575"
"4","2023-02-22","0.001459"
"32","2023-02-22","0.007084"
"16","2023-02-22","0.002023"
"2","2023-02-23","0.000911"
"64","2023-02-23","-0.004988"
"8","2023-02-23","0.001122"
"1","2023-02-23","-0.000736"
"4","2023-02-23","-0.002599"
"32","2023-02-23","-0.001790"
"16","2023-02-23","-0.002896"
"2","2023-02-24","0.000998"
"64","2023-02-24","-0.002101"
"8","2023-02-24","-0.000843"
"1","2023-02-24","-0.001403"
"4","2023-02-24","-0.003359"
"32","2023-02-24","-0.003000"
"16","2023-02-24","-0.002635"
"2","2023-02-27","-0.006388"
"64","2023-02-27","-0.009109"
"8","2023-02-27","-0.002209"
"1","2023-02-27","-0.005791"
"4","2023-02-27","-0.008084"
"32","2023-02-27","-0.012478"
"16","2023-02-27","-0.011574"
"2","2023-02-28","0.001883"
"64","2023-02-28","0.004691"
"8","2023-02-28","0.003286"
"1","2023-02-28","0.008975"
"4","2023-02-28","0.009682"
"32","2023-02-28","0.005789"
"16","2023-02-28","0.011226"
"2","2023-03-01","0.002231"
"64","2023-03-01","0.002752"
"8","2023-03-01","0.002011"
"1","2023-03-01","0.006568"
"4","2023-03-01","0.008280"
"32","2023-03-01","0.012303"
"16","2023-03-01","0.012226"
"2","2023-03-02","-0.001954"
"64","2023-03-02","-0.002711"
"8","2023-03-02","-0.000701"
"1","2023-03-02","-0.001854"
"4","2023-03-02","-0.003243"
"32","2023-03-02","-0.008513"
"16","2023-03-02","-0.005168"
"2","2023-03-03","0.003863"
"64","2023-03-03","-0.003173"
"8","2023-03-03","0.001930"
"1","2023-03-03","0.001962"
"4","2023-03-03","0.000713"
"32","2023-03-03","0.001078"
"16","2023-03-03","-0.003527"
"2","2023-03-06","-0.000155"
"64","2023-03-06","-0.001521"
"8","2023-03-06","-0.000317"
"1","2023-03-06","0.000072"
"4","2023-03-06","-0.000320"
"32","2023-03-06","0.013422"
"16","2023-03-06","0.001284"
"2","2023-03-07","-0.008586"
"64","2023-03-07","-0.009591"
"8","2023-03-07","-0.005446"
"1","2023-03-07","-0.016427"
"4","2023-03-07","-0.019603"
"32","2023-03-07","-0.024735"
"16","2023-03-07","-0.023573"
"2","2023-03-08","0.003488"
"64","2023-03-08","0.001698"
"8","2023-03-08","-0.000941"
"1","2023-03-08","0.004675"
"4","2023-03-08","0.007795"
"32","2023-03-08","0.011639"
"16","2023-03-08","0.015777"
"2","2023-03-09","-0.002305"
"64","2023-03-09","0.000398"
"8","2023-03-09","0.002506"
"1","2023-03-09","-0.001896"
"4","2023-03-09","-0.003444"
"32","2023-03-09","0.013374"
"16","2023-03-09","0.012361"
"2","2023-03-10","-0.009721"
"64","2023-03-10","-0.006429"
"8","2023-03-10","-0.014495"
"1","2023-03-10","-0.015150"
"4","2023-03-10","-0.016070"
"32","2023-03-10","-0.007226"
